prefix	as_path	atomic_aggregate	aggregator	communities	timestamp	origin	collector	prepending	loops	ixps	gao_rexford	new_asns	path_poisoning	country	start_time	end_time	event_number	event_type	url	hijack_detected_as_path	hijack_detected_by_bgpmon_peers	hijack_detected_origin_name	hijack_detected_origin_number	hijack_expected_origin_name	hijack_expected_origin_number	hijack_expected_prefix	hijack_more_specific_prefix	leak_detected_by_bgpmon_peers	leak_example_as_path	leaked_prefix	leaked_to_name	leaked_to_number	leaker_as_name	leaker_as_number	leak_origin_as_name	leak_origin_as_number	outage_as_name	outage_as_number	outage_number_prefixes_affected	outage_percent_prefixes_affected	roa_validity	prefix_id	block_id	prefix_block_id	url_1	source
1.22.80.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	752	0	752	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.81.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	753	0	753	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.82.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	754	0	754	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.83.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	755	0	755	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.88.0/23	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610537567	45528	22742	1	1	0	0	0	0																												1	756	0	756	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.88.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1611126283	45528	22742	1	1	0	0	0	0																												1	757	0	757	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.90.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	758	0	758	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.91.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610640161	45528	22742	1	1	0	0	0	0																												1	759	0	759	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.92.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340840	45528	22742	1	1	0	0	0	0																												1	760	0	760	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.93.0/24	{22742,3257,9498,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610877742	45528	22742	0	0	0	0	0	0																												1	761	0	761	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.94.0/24	{22742,3257,9498,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610902792	45528	22742	0	0	0	0	0	0																												1	762	0	762	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.95.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	763	0	763	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.96.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	764	0	764	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.97.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610711884	45528	22742	1	1	0	0	0	0																												1	765	0	765	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.98.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340840	45528	22742	1	1	0	0	0	0																												1	766	0	766	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.99.0/24	{22742,3257,6453,4755,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340765	45528	22742	0	0	0	0	0	0																												1	767	0	767	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.100.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340840	45528	22742	1	1	0	0	0	0																												1	768	0	768	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.101.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610610585	45528	22742	1	1	0	0	0	0																												1	769	0	769	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.102.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340840	45528	22742	1	1	0	0	0	0																												1	770	0	770	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.103.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	771	0	771	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.104.0/24	{22742,3257,9498,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340832	45528	22742	0	0	0	0	0	0																												1	772	0	772	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.105.0/24	{22742,3257,9498,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610783961	45528	22742	0	0	0	0	0	0																												1	773	0	773	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.106.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610640161	45528	22742	1	1	0	0	0	0																												1	774	0	774	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.107.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610640161	45528	22742	1	1	0	0	0	0																												1	775	0	775	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.112.0/23	{22742,3257,9498,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340832	45528	22742	0	0	0	0	0	0																												1	776	0	776	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.112.0/24	{22742,3257,9498,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340832	45528	22742	0	0	0	0	0	0																												1	777	0	777	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.113.0/24	{22742,3257,6453,4755,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610597052	45528	22742	0	0	0	0	0	0																												1	778	0	778	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.116.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340840	45528	22742	1	1	0	0	0	0																												1	779	0	779	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.117.0/24	{22742,3257,9498,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1611289513	45528	22742	0	0	0	0	0	0																												1	780	0	780	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.118.0/24	{22742,3257,9498,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340832	45528	22742	0	0	0	0	0	0																												1	781	0	781	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.119.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610640161	45528	22742	1	1	0	0	0	0																												1	782	0	782	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.120.0/22	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610340912	45528	22742	1	1	0	0	0	0																												1	783	0	783	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.120.0/23	{22742,3257,6453,4755,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340765	45528	22742	0	0	0	0	0	0																												1	784	0	784	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.120.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610340912	45528	22742	1	1	0	0	0	0																												1	785	0	785	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.122.0/24	{22742,3257,6453,4755,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610731361	45528	22742	0	0	0	0	0	0																												1	786	0	786	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.123.0/24	{22742,3257,6453,4755,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340765	45528	22742	0	0	0	0	0	0																												1	787	0	787	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.124.0/24	{22742,3257,6453,4755,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340765	45528	22742	0	0	0	0	0	0																												1	788	0	788	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.125.0/24	{22742,3257,6453,4755,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340765	45528	22742	0	0	0	0	0	0																												1	789	0	789	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.126.0/24	{22742,3257,9498,9730,45528,45528,45528,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340914	45528	22742	1	1	0	0	0	0																												1	790	0	790	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.127.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610340912	45528	22742	1	1	0	0	0	0																												1	791	0	791	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.132.0/23	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1611107005	45528	22742	1	1	0	0	0	0																												1	792	0	792	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.132.0/24	{22742,3257,6453,4755,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340765	45528	22742	0	0	0	0	0	0																												1	793	0	793	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.133.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610340912	45528	22742	1	1	0	0	0	0																												1	794	0	794	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.134.0/24	{22742,3257,9498,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340829	45528	22742	0	0	0	0	0	0																												1	795	0	795	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.135.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610340912	45528	22742	1	1	0	0	0	0																												1	796	0	796	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.136.0/24	{22742,3257,9498,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340829	45528	22742	0	0	0	0	0	0																												1	797	0	797	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.137.0/24	{22742,3257,9498,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340832	45528	22742	0	0	0	0	0	0																												1	798	0	798	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.138.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610798158	45528	22742	1	1	0	0	0	0																												1	799	0	799	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.139.0/24	{22742,3257,9498,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340535	45528	22742	0	0	0	0	0	0																												1	800	0	800	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.140.0/24	{22742,3257,9498,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340832	45528	22742	0	0	0	0	0	0																												1	801	0	801	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.145.0/24	{22742,3257,6453,9498,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340843	45528	22742	1	1	0	0	0	0																												1	802	0	802	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.146.0/23	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	803	0	803	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.146.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	804	0	804	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.147.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	805	0	805	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.148.0/23	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	806	0	806	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.148.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	807	0	807	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.149.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	808	0	808	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.150.0/23	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	809	0	809	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.150.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	810	0	810	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.151.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	811	0	811	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.152.0/24	{22742,3257,6453,4755,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340736	45528	22742	1	1	0	0	0	0																												1	812	0	812	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.153.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340840	45528	22742	1	1	0	0	0	0																												1	813	0	813	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.154.0/24	{22742,3257,9498,9730,45528,45528,45528,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340914	45528	22742	1	1	0	0	0	0																												1	814	0	814	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.155.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610340912	45528	22742	1	1	0	0	0	0																												1	815	0	815	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.156.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610640161	45528	22742	1	1	0	0	0	0																												1	816	0	816	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.157.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	817	0	817	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.158.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	818	0	818	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.159.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610640161	45528	22742	1	1	0	0	0	0																												1	819	0	819	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.160.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	820	0	820	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.161.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610537567	45528	22742	1	1	0	0	0	0																												1	821	0	821	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.163.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610537567	45528	22742	1	1	0	0	0	0																												1	822	0	822	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.164.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	823	0	823	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.165.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	824	0	824	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.166.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	825	0	825	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.167.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	826	0	826	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.170.0/24	{22742,3257,6453,4755,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340765	45528	22742	0	0	0	0	0	0																												1	827	0	827	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.171.0/24	{22742,3257,9498,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340832	45528	22742	0	0	0	0	0	0																												1	828	0	828	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.172.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340840	45528	22742	1	1	0	0	0	0																												1	829	0	829	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.173.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610340912	45528	22742	1	1	0	0	0	0																												1	830	0	830	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.176.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610640161	45528	22742	1	1	0	0	0	0																												1	831	0	831	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.177.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610640161	45528	22742	1	1	0	0	0	0																												1	832	0	832	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.178.0/24	{22742,3257,9498,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340832	45528	22742	0	0	0	0	0	0																												1	833	0	833	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.179.0/24	{22742,3257,9498,9730,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610340929	45528	22742	0	0	0	0	0	0																												1	834	0	834	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.180.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610340912	45528	22742	1	1	0	0	0	0																												1	835	0	835	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.181.0/24	{22742,3257,6453,4755,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340765	45528	22742	0	0	0	0	0	0																												1	836	0	836	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.182.0/24	{22742,3257,6453,4755,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340736	45528	22742	1	1	0	0	0	0																												1	837	0	837	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.183.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	838	0	838	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.184.0/23	{22742,3257,9498,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1611229363	45528	22742	0	0	0	0	0	0																												1	839	0	839	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.184.0/24	{22742,3257,6453,4755,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340765	45528	22742	0	0	0	0	0	0																												1	840	0	840	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.185.0/24	{22742,3257,9498,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1611229363	45528	22742	0	0	0	0	0	0																												1	841	0	841	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.186.0/23	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	842	0	842	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.186.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610340912	45528	22742	1	1	0	0	0	0																												1	843	0	843	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.187.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	844	0	844	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.188.0/24	{22742,3257,9498,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1611229363	45528	22742	0	0	0	0	0	0																												1	845	0	845	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.189.0/24	{22742,3257,9498,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1611229363	45528	22742	0	0	0	0	0	0																												1	846	0	846	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.192.0/23	{22742,3257,9498,9730,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610340929	45528	22742	0	0	0	0	0	0																												1	847	0	847	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.192.0/24	{22742,3257,9498,9730,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610340929	45528	22742	0	0	0	0	0	0																												1	848	0	848	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.193.0/24	{22742,3257,9498,9730,45528}			3257:4000 3257:8863 3257:50002 3257:50121 3257:51200 3257:51202	1610340929	45528	22742	0	0	0	0	0	0																												1	849	0	849	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.194.0/23	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610537567	45528	22742	1	1	0	0	0	0																												1	850	0	850	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.194.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610803661	45528	22742	1	1	0	0	0	0																												1	851	0	851	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.195.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1611126638	45528	22742	1	1	0	0	0	0																												1	852	0	852	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.196.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340840	45528	22742	1	1	0	0	0	0																												1	853	0	853	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.197.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}			3257:8187 3257:30115 3257:50002 3257:51100 3257:51101	1610340750	45528	22742	1	1	0	0	0	0																												1	854	0	854	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
1.22.198.0/24	{22742,3257,9498,45528}			3257:2590 3257:2990 3257:4000 3257:8051 3257:50001 3257:50110 3257:54400 3257:54401	1610340829	45528	22742	0	0	0	0	0	0																												1	855	0	855	/data/mrt_cache/local_files/2021_01_22.mrt	local_file
